sr_no,gender,hue,value,height,physique,color_season,event,wedding_category,location,forecast,date ,top,top_fabric,top_color,top_decor,bottom,bottom_fabric,bottom_color,bottom_decor,dupatta_fabric,dupatta_color,dupatta_decor,hijab_color,shoes,shoes_color,accessories
292,female,warm,light,tall,skinny/slim,spring,wedding,barat,islamabad,35,27-01-25,frock,lawn,blue,beads,churidar,velvet,grey,print,chiton,black,embroidery,beige,kolhapuri chappal,brown,tote
293,female,warm,light,tall,skinny/slim,spring,wedding,barat,islamabad,35,26-10-24,kaftan,silk,blue,beads,churidar,denim,white,plain,chiton,grey,embroidery,white,kolhapuri chappal,color_silver,handbag
294,female,warm,light,tall,skinny/slim,spring,wedding,barat,islamabad,35,26-10-24,kaftan,chiffon,blue,sequins,shalwar,velvet,black,plain,chiton,white,sequins,brown,kolhapuri chappal,beige,tote
295,female,warm,light,tall,skinny/slim,summer,wedding,barat,islamabad,35,26-10-24,shirt,organza,blue,sequins,palazzo,linen,white,patchwork,chiton,grey,embroidery,white,sandals,black,handbag
296,female,warm,light,tall,skinny/slim,summer,wedding,barat,islamabad,35,26-10-24,kameez,chiffon,red,embroidery,palazzo,cotton,white,patchwork,chiton,white,lace,black,sandals,black,purse
297,female,warm,light,tall,skinny/slim,summer,wedding,barat,islamabad,12,28-03-25,kameez,lawn,purple,embroidery,palazzo,velvet,brown,embroidery,chiton,beige,embroidery,brown,slippers,color_silver,handbag
298,female,warm,light,tall,skinny/slim,summer,wedding,barat,islamabad,12,28-03-25,shirt,organza,purple,sequins,palazzo,denim,brown,embroidery,chiton,brown,beads,black,sandals,brown,clutch
299,female,warm,light,tall,skinny/slim,summer,wedding,barat,islamabad,12,28-03-25,shirt,lawn,blue,beads,patiala,linen,beige,print,chiton,black,lace,grey,sandals,brown,handbag
300,female,warm,light,tall,skinny/slim,summer,wedding,barat,islamabad,12,28-03-25,kameez,silk,yellow,embroidery,patiala,velvet,beige,print,chiton,grey,sequins,black,slippers,color_silver,tote
301,female,warm,light,tall,skinny/slim,summer,wedding,barat,islamabad,13,04-11-24,kameez,silk,yellow,beads,trousers,cotton,white,patchwork,chiton,grey,beads,beige,flip-flops,color_silver,purse
302,female,warm,light,tall,skinny/slim,autumn,wedding,barat,islamabad,13,04-11-24,kurti,lawn,yellow,lace,cigarette pants,velvet,white,print,chiton,black,embroidery,grey,heels,brown,clutch
303,female,warm,light,tall,skinny/slim,autumn,wedding,barat,islamabad,13,04-11-24,blouse,organza,green,beads,pants,cotton,white,plain,chiton,grey,lace,black,pumps,brown,handbag
304,female,warm,light,tall,skinny/slim,autumn,wedding,barat,islamabad,13,04-11-24,blouse,silk,blue,beads,cigarette pants,linen,brown,embroidery,chiton,brown,sequins,beige,heels,beige,purse
305,female,warm,light,tall,skinny/slim,autumn,wedding,barat,islamabad,12,01-02-25,shirt,chiffon,red,beads,cigarette pants,velvet,black,plain,chiton,black,sequins,brown,heels,black,tote
306,female,warm,light,tall,skinny/slim,autumn,wedding,barat,islamabad,12,01-02-25,shirt,chiffon,yellow,sequins,tights,velvet,white,patchwork,chiton,white,sequins,black,heels,beige,handbag
307,female,warm,light,tall,skinny/slim,autumn,wedding,barat,islamabad,12,01-02-25,shirt,lawn,yellow,lace,pants,denim,brown,patchwork,chiton,grey,embroidery,grey,heels,brown,purse
308,female,warm,light,tall,skinny/slim,autumn,wedding,barat,islamabad,12,01-02-25,blouse,silk,yellow,embroidery,tights,velvet,black,patchwork,chiton,grey,lace,black,heels,color_silver,purse
309,female,warm,light,tall,skinny/slim,winter,wedding,barat,islamabad,16,23-02-25,sweater,silk,green,embroidery,skirt,denim,beige,plain,chiton,grey,lace,brown,ankle boots,brown,tote
310,female,warm,light,tall,skinny/slim,winter,wedding,barat,islamabad,16,23-02-25,jacket,lawn,blue,embroidery,jeans,velvet,grey,print,chiton,grey,embroidery,black,boots,black,tote
311,female,warm,light,tall,skinny/slim,winter,wedding,barat,islamabad,16,23-02-25,sweater,chiffon,purple,beads,skirt,denim,beige,embroidery,chiton,grey,beads,white,ankle boots,beige,clutch
312,female,warm,light,tall,skinny/slim,winter,wedding,barat,islamabad,16,23-02-25,jacket,lawn,green,lace,skirt,linen,white,embroidery,chiton,beige,sequins,grey,ankle boots,brown,purse
313,female,warm,light,tall,skinny/slim,winter,wedding,barat,islamabad,25,19-10-24,coat,organza,yellow,sequins,skirt,cotton,brown,embroidery,chiton,black,beads,white,ankle boots,brown,tote
314,female,warm,light,tall,skinny/slim,winter,wedding,barat,islamabad,25,19-10-24,sweater,lawn,blue,embroidery,jeans,velvet,white,patchwork,chiton,black,embroidery,white,ankle boots,color_silver,tote
315,female,warm,light,tall,skinny/slim,winter,wedding,barat,islamabad,25,19-10-24,coat,organza,green,embroidery,leggings,velvet,black,plain,chiton,white,lace,white,ankle boots,brown,tote
316,female,warm,light,tall,skinny/slim,spring,wedding,walima,islamabad,25,19-10-24,frock,organza,purple,sequins,shalwar,cotton,beige,plain,chiton,black,embroidery,black,kolhapuri chappal,color_silver,purse
317,female,warm,light,tall,skinny/slim,spring,wedding,walima,islamabad,13,08-12-24,frock,lawn,yellow,lace,churidar,denim,beige,print,chiton,white,sequins,beige,kolhapuri chappal,white,purse
318,female,warm,light,tall,skinny/slim,spring,wedding,walima,islamabad,13,08-12-24,kaftan,silk,red,lace,tulip pants pants,velvet,beige,embroidery,chiton,black,lace,grey,kolhapuri chappal,brown,tote
319,female,warm,light,tall,skinny/slim,spring,wedding,walima,islamabad,13,08-12-24,kaftan,organza,blue,beads,tulip pants pants,denim,black,patchwork,chiton,grey,beads,beige,sandals,brown,clutch
320,female,warm,light,tall,skinny/slim,spring,wedding,walima,islamabad,13,08-12-24,kaftan,silk,yellow,embroidery,shalwar,denim,brown,patchwork,chiton,grey,lace,brown,kolhapuri chappal,white,purse
321,female,warm,light,tall,skinny/slim,spring,wedding,walima,islamabad,18,13-05-24,kaftan,silk,yellow,embroidery,tulip pants pants,velvet,beige,print,chiton,beige,beads,white,kolhapuri chappal,white,purse
322,female,warm,light,tall,skinny/slim,spring,wedding,walima,islamabad,18,13-05-24,frock,organza,red,embroidery,churidar,cotton,beige,print,chiton,brown,lace,grey,khussa,white,handbag
323,female,warm,light,tall,skinny/slim,summer,wedding,walima,islamabad,18,13-05-24,kameez,lawn,red,lace,patiala,denim,white,plain,chiton,black,beads,brown,sandals,black,tote
324,female,warm,light,tall,skinny/slim,summer,wedding,walima,islamabad,18,13-05-24,kameez,lawn,yellow,embroidery,trousers,velvet,beige,patchwork,chiton,brown,beads,black,sandals,black,purse
325,female,warm,light,tall,skinny/slim,summer,wedding,walima,islamabad,19,28-09-24,shirt,chiffon,red,lace,trousers,velvet,black,embroidery,chiton,white,embroidery,grey,slippers,beige,tote
326,female,warm,light,tall,skinny/slim,summer,wedding,walima,islamabad,19,28-09-24,kurta,lawn,blue,lace,palazzo,cotton,white,plain,chiton,beige,sequins,beige,slippers,beige,purse
327,female,warm,light,tall,skinny/slim,summer,wedding,walima,islamabad,19,28-09-24,shirt,silk,green,lace,patiala,denim,beige,embroidery,chiton,white,lace,white,flip-flops,black,purse
328,female,warm,light,tall,skinny/slim,summer,wedding,walima,islamabad,19,28-09-24,kameez,organza,purple,lace,trousers,denim,brown,patchwork,chiton,beige,sequins,white,flip-flops,white,clutch
329,female,warm,light,tall,skinny/slim,summer,wedding,walima,islamabad,31,03-03-25,kurta,silk,blue,sequins,patiala,cotton,brown,print,chiton,beige,embroidery,grey,sandals,beige,purse
330,female,warm,light,tall,skinny/slim,autumn,wedding,walima,islamabad,31,03-03-25,kurti,lawn,blue,beads,tights,linen,beige,embroidery,chiton,grey,embroidery,white,pumps,beige,purse
331,female,warm,light,tall,skinny/slim,autumn,wedding,walima,islamabad,31,03-03-25,shirt,chiffon,green,sequins,pants,cotton,beige,embroidery,chiton,grey,lace,beige,pumps,white,purse
332,female,warm,light,tall,skinny/slim,autumn,wedding,walima,islamabad,31,03-03-25,blouse,organza,blue,beads,cigarette pants,cotton,black,print,chiton,black,lace,beige,wedges,black,purse
333,female,warm,light,tall,skinny/slim,autumn,wedding,walima,islamabad,38,27-07-24,shirt,lawn,yellow,embroidery,cigarette pants,cotton,beige,embroidery,chiton,grey,beads,beige,pumps,white,handbag
334,female,warm,light,tall,skinny/slim,autumn,wedding,walima,islamabad,38,27-07-24,blouse,silk,yellow,beads,tights,velvet,grey,print,chiton,brown,beads,brown,heels,color_silver,clutch
335,female,warm,light,tall,skinny/slim,autumn,wedding,walima,islamabad,38,27-07-24,shirt,lawn,red,lace,tights,velvet,beige,plain,chiton,grey,lace,beige,wedges,color_silver,clutch
336,female,warm,light,tall,skinny/slim,autumn,wedding,walima,islamabad,38,27-07-24,blouse,organza,yellow,beads,cigarette pants,denim,brown,plain,chiton,brown,embroidery,black,pumps,brown,handbag
337,female,warm,light,tall,skinny/slim,winter,wedding,walima,islamabad,29,08-02-25,sweater,lawn,purple,lace,leggings,denim,grey,patchwork,chiton,brown,lace,white,boots,beige,handbag
338,female,warm,light,tall,skinny/slim,winter,wedding,walima,islamabad,29,08-02-25,coat,organza,purple,beads,skirt,linen,black,embroidery,chiton,black,embroidery,black,loafers,white,clutch
339,female,warm,light,tall,skinny/slim,winter,wedding,walima,islamabad,29,08-02-25,jacket,chiffon,yellow,lace,jeans,linen,grey,patchwork,chiton,brown,lace,brown,loafers,white,clutch
340,female,warm,light,tall,skinny/slim,winter,wedding,walima,islamabad,29,08-02-25,sweater,silk,red,sequins,leggings,cotton,black,embroidery,chiton,black,embroidery,black,ankle boots,brown,clutch
341,female,warm,light,tall,skinny/slim,winter,wedding,walima,islamabad,28,01-01-25,sweater,lawn,red,embroidery,jeans,linen,brown,embroidery,chiton,beige,embroidery,brown,ankle boots,black,handbag
342,female,warm,light,tall,skinny/slim,winter,wedding,walima,islamabad,28,01-01-25,sweater,organza,green,sequins,leggings,denim,white,plain,chiton,black,lace,white,boots,black,purse
343,female,warm,light,tall,skinny/slim,winter,wedding,walima,islamabad,28,01-01-25,sweater,lawn,red,sequins,leggings,linen,brown,plain,chiton,white,lace,black,ankle boots,beige,clutch
344,female,warm,light,tall,skinny/slim,spring,eid,nill,islamabad,28,01-01-25,kurta,organza,red,beads,tulip pants pants,denim,brown,patchwork,chiton,grey,lace,grey,khussa,brown,clutch
345,female,warm,light,tall,skinny/slim,spring,eid,nill,islamabad,36,31-08-24,kaftan,lawn,green,lace,tulip pants pants,denim,beige,patchwork,chiton,grey,beads,brown,khussa,white,purse
346,female,warm,light,tall,skinny/slim,spring,eid,nill,islamabad,36,31-08-24,kurta,silk,green,sequins,shalwar,linen,white,plain,chiton,grey,sequins,black,khussa,color_silver,tote
347,female,warm,light,tall,skinny/slim,spring,eid,nill,islamabad,36,31-08-24,kaftan,chiffon,yellow,sequins,churidar,velvet,black,embroidery,chiton,grey,lace,grey,kolhapuri chappal,beige,clutch
348,female,warm,light,tall,skinny/slim,spring,eid,nill,islamabad,36,31-08-24,frock,lawn,blue,sequins,tulip pants pants,cotton,brown,patchwork,chiton,black,beads,black,khussa,color_silver,handbag
349,female,warm,light,tall,skinny/slim,spring,eid,nill,islamabad,36,11-06-24,frock,organza,blue,sequins,churidar,linen,beige,embroidery,chiton,brown,lace,white,sandals,color_silver,purse
350,female,warm,light,tall,skinny/slim,spring,eid,nill,islamabad,36,11-06-24,kaftan,chiffon,blue,embroidery,shalwar,velvet,grey,plain,chiton,beige,lace,black,khussa,color_silver,tote
351,female,warm,light,tall,skinny/slim,summer,eid,nill,islamabad,36,11-06-24,shirt,lawn,red,lace,patiala,cotton,brown,plain,chiton,white,lace,grey,flip-flops,brown,handbag
352,female,warm,light,tall,skinny/slim,summer,eid,nill,islamabad,36,11-06-24,kurta,organza,red,sequins,palazzo,cotton,white,plain,chiton,white,sequins,black,slippers,black,tote
353,female,warm,light,tall,skinny/slim,summer,eid,nill,islamabad,40,07-04-25,kameez,silk,green,embroidery,patiala,denim,white,embroidery,chiton,black,lace,brown,flip-flops,beige,handbag
354,female,warm,light,tall,skinny/slim,summer,eid,nill,islamabad,40,07-04-25,shirt,lawn,purple,embroidery,patiala,velvet,brown,patchwork,chiton,white,sequins,brown,slippers,white,tote
355,female,warm,light,tall,skinny/slim,summer,eid,nill,islamabad,40,07-04-25,shirt,silk,purple,embroidery,trousers,velvet,grey,plain,chiton,grey,embroidery,brown,slippers,beige,clutch
356,female,warm,light,tall,skinny/slim,summer,eid,nill,islamabad,40,07-04-25,kameez,organza,blue,lace,palazzo,denim,white,plain,chiton,beige,sequins,white,flip-flops,white,tote
357,female,warm,light,tall,skinny/slim,summer,eid,nill,islamabad,34,30-04-24,kameez,lawn,yellow,embroidery,trousers,velvet,grey,embroidery,chiton,brown,sequins,white,sandals,white,handbag
358,female,warm,light,tall,skinny/slim,autumn,eid,nill,islamabad,34,30-04-24,kurti,silk,red,beads,cigarette pants,denim,beige,print,chiton,brown,lace,white,heels,beige,tote
359,female,warm,light,tall,skinny/slim,autumn,eid,nill,islamabad,34,30-04-24,kurti,silk,red,embroidery,tights,cotton,black,patchwork,chiton,beige,beads,grey,wedges,black,handbag
360,female,warm,light,tall,skinny/slim,autumn,eid,nill,islamabad,34,30-04-24,blouse,silk,green,sequins,tights,denim,grey,print,chiton,beige,sequins,white,pumps,brown,handbag
361,female,warm,light,tall,skinny/slim,autumn,eid,nill,islamabad,14,19-06-24,shirt,chiffon,green,lace,cigarette pants,linen,grey,patchwork,chiton,white,lace,beige,wedges,color_silver,purse
362,female,warm,light,tall,skinny/slim,autumn,eid,nill,islamabad,14,19-06-24,kurti,lawn,yellow,beads,cigarette pants,linen,black,print,chiton,white,lace,grey,heels,beige,tote
363,female,warm,light,tall,skinny/slim,autumn,eid,nill,islamabad,14,19-06-24,shirt,organza,purple,embroidery,tights,denim,grey,embroidery,chiton,white,lace,beige,pumps,color_silver,clutch
364,female,warm,light,tall,skinny/slim,autumn,eid,nill,islamabad,14,19-06-24,kurti,chiffon,green,lace,cigarette pants,cotton,beige,embroidery,chiton,black,lace,black,heels,white,purse
365,female,warm,light,tall,skinny/slim,winter,eid,nill,islamabad,10,12-11-24,jacket,organza,purple,beads,skirt,denim,black,print,chiton,black,embroidery,white,ankle boots,black,handbag
366,female,warm,light,tall,skinny/slim,winter,eid,nill,islamabad,10,12-11-24,sweater,lawn,red,embroidery,leggings,denim,white,patchwork,chiton,brown,sequins,white,ankle boots,black,handbag
367,female,warm,light,tall,skinny/slim,winter,eid,nill,islamabad,10,12-11-24,coat,organza,green,beads,skirt,denim,grey,embroidery,chiton,black,lace,grey,loafers,color_silver,purse
368,female,warm,light,tall,skinny/slim,winter,eid,nill,islamabad,10,12-11-24,sweater,lawn,blue,embroidery,leggings,linen,grey,print,chiton,grey,sequins,grey,ankle boots,white,handbag
369,female,warm,light,tall,skinny/slim,winter,eid,nill,islamabad,25,14-08-24,sweater,silk,red,embroidery,skirt,velvet,grey,print,chiton,white,beads,beige,boots,white,handbag
370,female,warm,light,tall,skinny/slim,winter,eid,nill,islamabad,25,14-08-24,jacket,organza,red,lace,skirt,velvet,brown,print,chiton,black,embroidery,grey,ankle boots,white,clutch
371,female,warm,light,tall,skinny/slim,winter,eid,nill,islamabad,25,14-08-24,coat,lawn,blue,embroidery,skirt,linen,white,embroidery,chiton,white,beads,black,ankle boots,color_silver,handbag
372,female,warm,light,tall,skinny/slim,spring,party,nill,islamabad,25,14-08-24,kaftan,chiffon,green,embroidery,tulip pants pants,linen,grey,embroidery,chiton,grey,sequins,black,khussa,brown,handbag
373,female,warm,light,tall,skinny/slim,spring,party,nill,islamabad,24,28-04-25,kaftan,chiffon,blue,beads,shalwar,linen,white,patchwork,chiton,brown,lace,brown,khussa,color_silver,handbag
374,female,warm,light,tall,skinny/slim,spring,party,nill,islamabad,24,28-04-25,kaftan,silk,green,sequins,tulip pants pants,linen,grey,embroidery,chiton,grey,sequins,black,kolhapuri chappal,color_silver,handbag
375,female,warm,light,tall,skinny/slim,spring,party,nill,islamabad,24,28-04-25,kurta,lawn,yellow,sequins,churidar,denim,beige,print,chiton,grey,sequins,brown,sandals,white,handbag
376,female,warm,light,tall,skinny/slim,spring,party,nill,islamabad,24,28-04-25,kaftan,chiffon,purple,lace,churidar,denim,beige,plain,chiton,black,beads,grey,kolhapuri chappal,white,purse
377,female,warm,light,tall,skinny/slim,spring,party,nill,islamabad,29,27-03-25,kaftan,silk,purple,embroidery,shalwar,denim,white,print,chiton,white,embroidery,beige,khussa,black,handbag
378,female,warm,light,tall,skinny/slim,spring,party,nill,islamabad,29,27-03-25,kurta,organza,red,sequins,tulip pants pants,velvet,brown,patchwork,chiton,beige,embroidery,grey,sandals,brown,clutch
379,female,warm,light,tall,skinny/slim,summer,party,nill,islamabad,29,27-03-25,kurta,lawn,purple,sequins,patiala,cotton,grey,patchwork,chiton,beige,beads,white,sandals,white,tote
380,female,warm,light,tall,skinny/slim,summer,party,nill,islamabad,29,27-03-25,kameez,lawn,blue,sequins,palazzo,cotton,white,print,chiton,black,embroidery,black,slippers,white,clutch
381,female,warm,light,tall,skinny/slim,summer,party,nill,islamabad,25,21-07-24,shirt,organza,yellow,beads,palazzo,velvet,grey,print,chiton,white,sequins,beige,sandals,beige,tote
382,female,warm,light,tall,skinny/slim,summer,party,nill,islamabad,25,21-07-24,kurta,organza,blue,embroidery,patiala,linen,grey,embroidery,chiton,grey,embroidery,grey,flip-flops,black,tote
383,female,warm,light,tall,skinny/slim,summer,party,nill,islamabad,25,21-07-24,kameez,organza,blue,embroidery,patiala,cotton,beige,embroidery,chiton,grey,sequins,grey,slippers,color_silver,purse
384,female,warm,light,tall,skinny/slim,summer,party,nill,islamabad,25,21-07-24,shirt,organza,blue,embroidery,palazzo,cotton,grey,embroidery,chiton,black,beads,black,slippers,brown,tote
385,female,warm,light,tall,skinny/slim,summer,party,nill,islamabad,18,04-02-25,shirt,lawn,purple,embroidery,palazzo,denim,black,plain,chiton,brown,embroidery,white,flip-flops,brown,clutch
386,female,warm,light,tall,skinny/slim,autumn,party,nill,islamabad,18,04-02-25,shirt,silk,red,beads,cigarette pants,linen,grey,embroidery,chiton,white,sequins,white,pumps,black,purse
387,female,warm,light,tall,skinny/slim,autumn,party,nill,islamabad,18,04-02-25,kurti,chiffon,red,lace,tights,denim,beige,patchwork,chiton,beige,sequins,white,heels,white,purse
388,female,warm,light,tall,skinny/slim,autumn,party,nill,islamabad,18,04-02-25,blouse,organza,yellow,sequins,tights,linen,black,embroidery,chiton,beige,lace,black,pumps,white,handbag
389,female,warm,light,tall,skinny/slim,autumn,party,nill,islamabad,40,14-08-24,shirt,chiffon,red,embroidery,cigarette pants,denim,grey,plain,chiton,beige,beads,white,heels,beige,handbag
390,female,warm,light,tall,skinny/slim,autumn,party,nill,islamabad,40,14-08-24,blouse,lawn,yellow,sequins,tights,linen,brown,plain,chiton,grey,sequins,black,wedges,black,handbag
391,female,warm,light,tall,skinny/slim,autumn,party,nill,islamabad,40,14-08-24,blouse,lawn,yellow,lace,pants,denim,grey,plain,chiton,white,lace,white,pumps,color_silver,clutch
392,female,warm,light,tall,skinny/slim,autumn,party,nill,islamabad,40,14-08-24,shirt,chiffon,yellow,sequins,cigarette pants,linen,grey,patchwork,chiton,beige,lace,black,pumps,beige,handbag
393,female,warm,light,tall,skinny/slim,winter,party,nill,islamabad,29,31-10-24,coat,lawn,purple,embroidery,skirt,velvet,beige,print,chiton,black,beads,beige,boots,black,clutch
394,female,warm,light,tall,skinny/slim,winter,party,nill,islamabad,29,31-10-24,jacket,chiffon,green,embroidery,leggings,velvet,brown,plain,chiton,beige,sequins,brown,loafers,white,tote
395,female,warm,light,tall,skinny/slim,winter,party,nill,islamabad,29,31-10-24,coat,organza,blue,lace,jeans,cotton,black,patchwork,chiton,black,embroidery,black,boots,brown,purse
396,female,warm,light,tall,skinny/slim,winter,party,nill,islamabad,29,31-10-24,coat,chiffon,yellow,lace,skirt,cotton,white,plain,chiton,white,embroidery,brown,boots,white,tote
397,female,warm,light,tall,skinny/slim,winter,party,nill,islamabad,16,22-03-25,jacket,organza,red,embroidery,jeans,cotton,grey,print,chiton,white,sequins,beige,loafers,color_silver,handbag
398,female,warm,light,tall,skinny/slim,winter,party,nill,islamabad,16,22-03-25,sweater,silk,blue,beads,skirt,linen,white,print,chiton,grey,sequins,white,boots,beige,handbag
399,female,warm,light,tall,skinny/slim,winter,party,nill,islamabad,16,22-03-25,jacket,silk,purple,beads,skirt,denim,grey,print,chiton,brown,lace,grey,boots,black,tote
400,female,warm,light,tall,skinny/slim,spring,dawat,nill,islamabad,16,22-03-25,frock,organza,yellow,sequins,churidar,denim,brown,embroidery,chiton,white,lace,brown,khussa,color_silver,tote
401,female,warm,light,tall,skinny/slim,spring,dawat,nill,islamabad,31,14-04-25,frock,lawn,red,lace,shalwar,denim,brown,print,chiton,brown,sequins,brown,kolhapuri chappal,black,handbag
402,female,warm,light,tall,skinny/slim,spring,dawat,nill,islamabad,31,14-04-25,kaftan,lawn,yellow,embroidery,shalwar,linen,black,embroidery,chiton,black,lace,black,khussa,color_silver,handbag
403,female,warm,light,tall,skinny/slim,spring,dawat,nill,islamabad,31,14-04-25,kurta,silk,green,beads,churidar,velvet,black,plain,chiton,black,beads,black,sandals,color_silver,handbag
404,female,warm,light,tall,skinny/slim,spring,dawat,nill,islamabad,31,14-04-25,kaftan,chiffon,purple,lace,tulip pants pants,velvet,beige,print,chiton,black,sequins,white,khussa,black,clutch
405,female,warm,light,tall,skinny/slim,spring,dawat,nill,islamabad,16,31-10-24,kaftan,lawn,yellow,lace,tulip pants pants,velvet,grey,plain,chiton,grey,lace,grey,kolhapuri chappal,white,handbag
406,female,warm,light,tall,skinny/slim,spring,dawat,nill,islamabad,16,31-10-24,kaftan,organza,green,beads,churidar,velvet,brown,plain,chiton,white,beads,brown,sandals,beige,purse
407,female,warm,light,tall,skinny/slim,summer,dawat,nill,islamabad,16,31-10-24,kurta,chiffon,blue,embroidery,trousers,linen,white,print,chiton,beige,embroidery,brown,sandals,brown,handbag
408,female,warm,light,tall,skinny/slim,summer,dawat,nill,islamabad,16,31-10-24,kurta,organza,green,embroidery,trousers,linen,beige,patchwork,chiton,grey,sequins,beige,flip-flops,black,tote
409,female,warm,light,tall,skinny/slim,summer,dawat,nill,islamabad,20,06-09-24,kurta,silk,green,sequins,trousers,velvet,beige,plain,chiton,beige,embroidery,beige,sandals,beige,handbag
410,female,warm,light,tall,skinny/slim,summer,dawat,nill,islamabad,20,06-09-24,shirt,lawn,yellow,beads,palazzo,denim,white,embroidery,chiton,brown,embroidery,black,flip-flops,beige,purse
411,female,warm,light,tall,skinny/slim,summer,dawat,nill,islamabad,20,06-09-24,kurta,silk,blue,lace,trousers,cotton,white,print,chiton,grey,lace,beige,slippers,color_silver,tote
412,female,warm,light,tall,skinny/slim,summer,dawat,nill,islamabad,20,06-09-24,shirt,chiffon,green,embroidery,patiala,velvet,white,embroidery,chiton,beige,lace,grey,sandals,black,handbag
413,female,warm,light,tall,skinny/slim,summer,dawat,nill,islamabad,16,26-10-24,kameez,lawn,yellow,beads,patiala,denim,grey,plain,chiton,white,beads,brown,sandals,black,handbag
414,female,warm,light,tall,skinny/slim,autumn,dawat,nill,islamabad,16,26-10-24,blouse,chiffon,blue,sequins,tights,denim,white,plain,chiton,beige,beads,grey,pumps,brown,tote
415,female,warm,light,tall,skinny/slim,autumn,dawat,nill,islamabad,16,26-10-24,blouse,lawn,green,beads,cigarette pants,denim,grey,embroidery,chiton,grey,sequins,beige,pumps,color_silver,handbag
416,female,warm,light,tall,skinny/slim,autumn,dawat,nill,islamabad,16,26-10-24,shirt,organza,purple,embroidery,cigarette pants,cotton,brown,plain,chiton,grey,embroidery,beige,wedges,white,clutch
417,female,warm,light,tall,skinny/slim,autumn,dawat,nill,islamabad,16,26-02-25,shirt,silk,red,beads,tights,linen,grey,embroidery,chiton,brown,beads,brown,pumps,brown,clutch
418,female,warm,light,tall,skinny/slim,autumn,dawat,nill,islamabad,16,26-02-25,blouse,lawn,green,beads,pants,velvet,brown,patchwork,chiton,beige,lace,black,heels,white,purse
419,female,warm,light,tall,skinny/slim,autumn,dawat,nill,islamabad,16,26-02-25,blouse,chiffon,purple,sequins,tights,denim,white,plain,chiton,white,sequins,grey,pumps,black,handbag
420,female,warm,light,tall,skinny/slim,autumn,dawat,nill,islamabad,16,26-02-25,blouse,lawn,red,embroidery,cigarette pants,velvet,black,patchwork,chiton,brown,sequins,grey,pumps,beige,clutch
421,female,warm,light,tall,skinny/slim,winter,dawat,nill,islamabad,36,04-03-25,jacket,chiffon,green,beads,skirt,denim,white,plain,chiton,white,beads,black,ankle boots,white,tote
422,female,warm,light,tall,skinny/slim,winter,dawat,nill,islamabad,36,04-03-25,jacket,silk,purple,lace,skirt,cotton,white,plain,chiton,black,embroidery,grey,loafers,beige,clutch
423,female,warm,light,tall,skinny/slim,winter,dawat,nill,islamabad,36,04-03-25,coat,organza,blue,embroidery,leggings,linen,white,plain,chiton,brown,embroidery,brown,loafers,white,tote
424,female,warm,light,tall,skinny/slim,winter,dawat,nill,islamabad,36,04-03-25,sweater,lawn,purple,beads,leggings,cotton,white,embroidery,chiton,black,beads,white,boots,color_silver,purse
425,female,warm,light,tall,skinny/slim,winter,dawat,nill,islamabad,31,06-01-25,coat,chiffon,red,sequins,leggings,cotton,grey,embroidery,chiton,grey,embroidery,white,ankle boots,beige,handbag
426,female,warm,light,tall,skinny/slim,winter,dawat,nill,islamabad,31,06-01-25,coat,lawn,blue,embroidery,leggings,denim,grey,embroidery,chiton,black,sequins,beige,ankle boots,white,tote
427,female,warm,light,tall,skinny/slim,winter,dawat,nill,islamabad,31,06-01-25,jacket,silk,red,embroidery,leggings,linen,white,embroidery,chiton,beige,embroidery,black,ankle boots,color_silver,purse
428,female,warm,light,tall,skinny/slim,spring,office/uni,nill,islamabad,31,06-01-25,frock,lawn,blue,sequins,tulip pants pants,linen,black,embroidery,chiton,beige,lace,black,sandals,beige,tote
429,female,warm,light,tall,skinny/slim,spring,office/uni,nill,islamabad,36,26-09-24,kurta,silk,yellow,sequins,tulip pants pants,denim,grey,embroidery,chiton,black,sequins,black,kolhapuri chappal,white,purse
430,female,warm,light,tall,skinny/slim,spring,office/uni,nill,islamabad,36,26-09-24,kurta,silk,red,embroidery,churidar,cotton,black,plain,chiton,black,lace,beige,khussa,beige,clutch
431,female,warm,light,tall,skinny/slim,spring,office/uni,nill,islamabad,36,26-09-24,kurta,lawn,green,sequins,churidar,denim,grey,print,chiton,beige,beads,beige,khussa,brown,tote
432,female,warm,light,tall,skinny/slim,spring,office/uni,nill,islamabad,36,26-09-24,frock,lawn,blue,embroidery,shalwar,denim,brown,embroidery,chiton,white,lace,black,kolhapuri chappal,black,tote
433,female,warm,light,tall,skinny/slim,spring,office/uni,nill,islamabad,27,19-08-24,kurta,lawn,blue,beads,shalwar,denim,white,embroidery,chiton,brown,sequins,white,sandals,black,purse
434,female,warm,light,tall,skinny/slim,spring,office/uni,nill,islamabad,27,19-08-24,kaftan,chiffon,green,embroidery,tulip pants pants,cotton,beige,patchwork,chiton,white,sequins,grey,sandals,brown,purse
435,female,warm,light,tall,skinny/slim,summer,office/uni,nill,islamabad,27,19-08-24,kameez,chiffon,green,sequins,palazzo,linen,beige,embroidery,chiton,grey,sequins,white,flip-flops,brown,purse
436,female,warm,light,tall,skinny/slim,summer,office/uni,nill,islamabad,27,19-08-24,kameez,chiffon,blue,beads,palazzo,velvet,black,patchwork,chiton,beige,lace,grey,slippers,brown,handbag
437,female,warm,light,tall,skinny/slim,summer,office/uni,nill,islamabad,12,23-04-25,shirt,organza,purple,lace,patiala,cotton,grey,patchwork,chiton,white,lace,beige,slippers,black,clutch
